nilai_hujan_max,tempoh_hujan,tempoh_ulang,latitude,longitude
48,2,NORMAL,3.1874,101.6589
48,2,NORMAL,3.1859,101.659
48,2,NORMAL,3.1847,101.742
48,2,NORMAL,3.1488,101.7002
48,2,NORMAL,3.173,101.715
48,2,NORMAL,3.1802,101.6591
48,2,NORMAL,3.1698,101.7288
48,2,NORMAL,3.1654,101.7282
48,2,NORMAL,3.1748,101.6818
48,2,NORMAL,3.1703,101.6718
48,2,NORMAL,3.1609,101.7045
48,2,NORMAL,3.1605,101.7039
48,2,NORMAL,3.1571,101.742
48,2,NORMAL,3.1706,101.6928
48,2,NORMAL,3.1795,101.7172
48,2,NORMAL,3.1513,101.6926
48,2,NORMAL,5.3369,115.224
103,3,NORMAL,5.2964,115.1761
103,3,NORMAL,5.3383,115.2011
103,3,NORMAL,5.3375,115.2006
103,3,NORMAL,5.3375,115.2339
103,3,NORMAL,5.3086,115.1836
103,3,NORMAL,5.3333,115.2125
103,3,NORMAL,5.3415,115.2265
79.5,3,5,2.3232,102.2908
79.5,3,5,2.3232,102.2908
79.5,3,5,2.4018,102.3861
32,2,NORMAL,2.3982,102.3879
67.5,3,2,2.3892,102.3813
32,2,NORMAL,2.348,102.3697
32,2,NORMAL,2.4728,102.4177
98,3,5,2.2936,102.2364
103,3,10,2.3966,102.5664
94,3,13,2.3882,102.5373
94,3,13,2.406,102.491
94,3,13,2.3887,102.381
89,3,4,2.3673,102.3712
89,3,4,2.3958,102.3981
89,3,4,2.4336,102.4455
27,3,NORMAL,2.3491,102.3715
89,3,4,2.2048,102.2408
89,3,4,2.2086,102.2493
164,7,36,2.248,102.1874
89,3,4,2.2368,102.145
89,3,4,2.2388,102.1434
86.5,3,2,2.2489,102.1413
86.5,3,2,2.2941,102.1352
89,3,4,2.264,102.1505
89,3,4,2.1902,102.2679
89,3,4,2.2228,102.2626
89,3,4,2.3881,102.5374
27,3,NORMAL,2.3491,102.3715
114,4,7,2.2083,102.2485
134,6,18,2.2047,102.3044
134,6,18,2.2071,102.282
134,6,18,2.2075,102.2998
134,6,18,2.2042,102.3066
134,6,18,2.1981,102.2701
134,6,18,2.1823,102.2936
134,6,18,2.1899,102.2691
134,6,18,2.1852,102.2807
134,6,18,2.1914,102.264
134,6,18,2.1776,102.3317
134,6,18,2.1786,102.3073
134,6,18,2.1845,102.2923
134,6,18,2.1795,102.278
134,6,18,2.218,102.3052
134,6,18,2.2567,102.2729
134,6,18,2.2532,102.2693
134,6,18,2.2226,102.2879
134,6,18,2.246,102.305
134,6,18,2.2041,102.3229
134,6,18,2.2049,102.3249
134,6,18,2.1757,102.319
134,6,18,2.2147,102.322
134,6,18,2.2201,102.2794
134,6,18,2.2216,102.2798
134,6,18,2.2148,102.274
134,6,18,2.2335,102.2674
134,6,18,2.2227,102.2625
134,6,18,2.2248,102.2604
134,6,18,2.2192,102.259
134,6,18,2.2172,102.2602
134,6,18,2.2122,102.2747
67,4,NORMAL,2.2179,102.4554
46,4,NORMAL,2.2915,102.4474
46,4,NORMAL,2.3003,102.2575
95,7,2,2.2947,102.2547
125.5,4,17,2.4092,102.2397
125.5,4,17,2.4092,102.2397
125.5,4,17,2.4092,102.2397
24,1,NORMAL,2.3672,102.0764
31,7,NORMAL,2.1712,102.4892
102,2,10,2.2951,102.253
67,4,NORMAL,2.3,102.2566
67,4,NORMAL,2.2179,102.4554
164,7,36,2.248,102.1874
86.5,3,2,2.2941,102.1352
86.5,3,2,2.2489,102.1413
58,3,NORMAL,2.2621,102.362
134,3,40,2.2699,102.364
134,3,40,2.2734,102.3869
141,2,65,2.2442,102.3418
125.5,4,17,2.1493,102.4277
66,6,NORMAL,2.1562,102.4235
158,3,71,2.1453,102.4272
158,3,71,2.1317,102.4198
158,3,71,2.157,102.3452
178,10,45,2.1643,102.3192
178,10,45,2.1742,102.31
178,10,45,2.1991,102.3018
178,10,45,2.2123,102.2982
178,10,45,2.1959,102.3243
125.5,4,17,2.4092,102.2397
125.5,4,17,2.4092,102.2397
125.5,4,17,2.1493,102.4277
66,6,NORMAL,2.1562,102.4235
66,6,NORMAL,2.1477,102.4332
66,6,NORMAL,2.1868,102.4457
66,6,NORMAL,2.2177,102.4525
66,6,NORMAL,2.1449,102.4004
66,6,NORMAL,2.3233,102.2907
58,3,NORMAL,2.3046,102.2702
58,3,NORMAL,2.3184,102.2557
58,3,NORMAL,2.3136,102.2822
58,3,NORMAL,2.2621,102.362
141,2,65,2.2442,102.3418
27,1,NORMAL,2.4079,102.2543
52,5,NORMAL,2.2075,102.2489
80,24,NORMAL,2.3192,102.2539
80,24,NORMAL,2.2156,102.3162
80,24,NORMAL,2.2156,102.3162
80,24,NORMAL,2.2156,102.3162
80,24,NORMAL,2.2564,102.2717
80,24,NORMAL,2.2187,102.4538
24,1,NORMAL,2.1357,102.5363
24,1,NORMAL,2.1709,102.4898
24,1,NORMAL,2.1467,102.5152
24,1,NORMAL,2.1675,102.5048
24,1,NORMAL,2.1657,102.5244
24,1,NORMAL,2.3672,102.0764
106,3,7,2.225,102.1717
91.5,7,2,2.2611,102.1847
91.5,7,2,2.2683,102.2008
84,3,NORMAL,2.2627,102.1634
91.5,7,2,2.1734,102.3277
67.5,3,2,2.36703,102.5236
67.5,3,2,2.3892,102.3813
105.9,5,3,2.3927,102.3836
105.9,5,3,2.1687,102.3061
141,2,65,2.2619,102.3615
141,2,65,2.2442,102.3418
153,0.75,675,5.3975,100.3117
153,0.75,675,5.3975,100.3117
55,2,NORMAL,5.347,100.4232
139,2,56,5.3246,100.4318
139,2,56,5.3163,100.469
139,2,56,5.3564,100.4262
139,2,56,5.3139,100.485
139,2,56,5.3145,100.4396
139,2,56,5.2924,100.4846
139,2,56,5.2914,100.5284
139,2,56,5.3178,100.4645
139,2,56,5.4167,100.383
79,2,3,5.4673,100.48655
79,2,3,5.4575,100.4041
79,2,3,5.5238,100.434
79,2,3,5.2889,100.4743
30,0.25,3,5.2741,100.4509
153,0.75,675,5.3975,100.3117
82,1,16,5.4099,100.3132
82,1,16,5.4097,100.3148
82,1,16,5.4112,100.3104
82,1,16,5.4111,100.3096
82,1,16,5.4098,100.321
82,1,16,5.4109,100.3154
82,1,16,5.4059,100.3181
82,1,16,5.2415,100.5068
98,2,7,5.2137,100.5232
98,2,7,5.2363,100.4897
98,2,7,5.206,100.4975
98,2,7,5.1991,100.4964
98,2,7,5.2068,100.5
98,2,7,5.3885,100.1948
152,5,23,5.387,100.2126
152,5,23,5.3642,100.2168
152,5,23,5.4015,100.2047
152,5,23,5.3615,100.2207
152,5,23,5.3934,100.2116
67,1,5,5.3359,100.5156
79,0.5,55,5.3152,100.5075
79,0.5,55,5.3376,100.5139
79,0.5,55,5.2917,100.5277
79,0.5,55,5.3157,100.4827
79,0.5,55,5.3133,100.4792
79,0.5,55,5.3194,100.4706
79,0.5,55,5.3153,100.4821
40,1,NORMAL,5.3323,100.4654
40,1,NORMAL,5.3323,100.4654
40,1,NORMAL,5.3393,100.4879
40,1,NORMAL,5.3355,100.4662
40,1,NORMAL,5.3158,100.4676
40,1,NORMAL,5.3323,100.4654
40,1,NORMAL,5.3398,100.4974
40,1,NORMAL,5.3032,100.4732
24,7,NORMAL,5.3576,100.4446
74,1,8,5.383,100.4634
40,1,NORMAL,5.3493,100.4404
40,1,NORMAL,5.1469,100.4086
38.5,1,NORMAL,5.4194,100.3925
38.5,1,NORMAL,5.4194,100.3925
156,2,87,5.4211,100.3897
38.5,1,NORMAL,5.4164,100.3822
156,2,87,5.2887,100.2305
202,3,276,5.2849,100.2195
202,3,276,5.289,100.2269
202,3,276,5.3905,100.1956
202,3,276,5.386,100.2142
202,3,276,5.3659,100.2168
202,3,276,5.2016,100.5296
34,2,NORMAL,5.164,100.5437
34,2,NORMAL,5.1706,100.5392
34,2,NORMAL,5.1127,100.3031
34,2,NORMAL,5.2102,100.5299
34,2,NORMAL,5.2061,100.5389
34,2,NORMAL,5.1636,100.5128
34,2,NORMAL,5.2017,100.4958
34,2,NORMAL,5.4637,100.2348
65,3,NORMAL,5.1656,100.5442
81,0.75,9,5.4682,100.2452
38.5,1,NORMAL,5.4194,100.3925
38.5,1,NORMAL,5.4164,100.3822
38.5,1,NORMAL,5.4199,100.3922
38.5,1,NORMAL,5.4194,100.3925
50,1,NORMAL,5.1995,100.4971
43.5,1,NORMAL,5.2055,100.4996
74,1,8,5.2021,100.4961
74,1,8,5.198,100.4895
74,1,8,5.17,100.4828
74,1,8,5.2065,100.5409
74,1,8,5.1688,100.4821
74,1,8,5.2019,100.4976
74,1,8,5.2942,100.5254
74,1,8,5.2909,100.5295
74,1,8,5.383,100.4634
24,7,NORMAL,5.3576,100.4446
24,7,NORMAL,5.3462,100.5245
38.5,1,NORMAL,5.4194,100.3925
38.5,1,NORMAL,5.4164,100.3822
38.5,1,NORMAL,5.4199,100.3922
38.5,1,NORMAL,5.4194,100.3925
49.5,1,NORMAL,5.2935,101.0587
38.5,1,NORMAL,4.5763,101.1104
71.5,2,3,4.6051,101.1025
78.5,1,8,4.6055,101.1014
78.5,1,8,4.4841,101.0701
17.5,1,NORMAL,4.7559,100.9416
13,1,NORMAL,4.7522,100.9215
13,1,NORMAL,4.7619,100.9248
13,1,NORMAL,5.217,100.7483
92,3,10,5.0068,100.5474
92,3,10,5.0068,100.5474
36,1,NORMAL,4.5023,100.7844
36,1,NORMAL,4.5023,100.7844
87.5,2,6,4.3678,101.2267
60,3,NORMAL,4.0829,101.3377
34,1,NORMAL,4.0016,101.3281
34,1,NORMAL,4.6578,101.1383
30.5,1,NORMAL,5.394,101.0924
19.5,3,NORMAL,5.0921,100.5942
5.5,1,NORMAL,4.2586,101.2425
49.5,1,NORMAL,5.2935,101.0587
76.5,3,3,5.0026,100.5224
22.5,1,NORMAL,5.0124,100.5295
22.5,1,NORMAL,4.0786,101.3449
0,1,NORMAL,5.1279,100.4944
95.5,3,9,4.8128,101.0985
36,1,NORMAL,4.5023,100.7844
44.5,1,5,4.5033,100.7809
44.5,1,5,4.507,100.7716
44.5,1,5,4.5053,100.7789
44.5,1,5,4.5219,100.7678
44.5,1,5,4.5052,100.7774
44.5,1,5,4.4853,100.7757
44.5,1,5,4.4862,100.7836
44.5,1,5,4.2078,101.258
83,4,5,5.7284,100.9994
84.5,2,6,5.1299,100.4908
89.5,2,7,4.6603,101.1175
5.5,3,NORMAL,4.6558,101.1603
5.5,3,NORMAL,4.577,101.1103
5.5,3,NORMAL,4.9161,101.0506
83.5,1,15,4.6541,101.1458
13.5,1,NORMAL,5.4844,101.1941
55.5,3,"NORM
AL",5.4268,101.1284
9.5,3,NORMAL,4.8516,101.0545
14.5,3,NORMAL,4.749,100.9213
65.5,3,NORMAL,4.7566,100.9426
65.5,3,NORMAL,4.5453,100.9503
65.5,3,NORMAL,4.4594,100.9794
41.5,3,NORMAL,5.4486,101.1726
106,6,5,5.0161,100.6486
29,3,NORMAL,3.8487,101.4816
7,3,NORMAL,5.0465,100.9539
86,3,3,4.4406,101.1668
92,3,10,4.4477,101.1682
92,3,10,5.0068,100.5474
22.5,3,NORMAL,4.7959,100.8417
22.5,3,NORMAL,4.7757,100.8688
13,3,NORMAL,4.115,100.9889
80,2,3,4.0938,101.0062
80,2,3,5.028,100.629
40,3,"NORM
AL",5.0294,100.608
54.5,3,"NORM
AL",5.0204,100.6167
17,3,NORMAL,4.6679,101.1602
17,3,NORMAL,4.6685,101.1583
53,1,NORMAL,4.7573,101.1549
53,1,NORMAL,4.7573,101.1549
52.5,4,NORMAL,5.4307,101.1166
0,3,NORMAL,3.9597,100.9703
0,3,NORMAL,3.9597,100.9703
0,1,"NORM
AL",3.7636,101.1339
27,3,NORMAL,4.3046,101.1579
75,3,2,4.3097,101.1514
75,3,2,4.2675,101.1681
0,1,NORMAL,4.19715,101.2492
0,1,NORMAL,3.9623,100.9711
0,1,NORMAL,3.9623,100.9711
0,1,NORMAL,3.7714,100.9811
110,2,40,4.2104,100.5737
13.5,1,NORMAL,5.4844,101.1941
106,3,4,4.8214,100.6725
89.5,2,7,4.6603,101.1175
83.5,1,15,4.6541,101.1458
17.5,3,NORMAL,4.4876,100.8291
19,3,NORMAL,4.6134,101.0684
19,3,NORMAL,4.6134,101.0684
19,3,NORMAL,4.5941,101.0667
19,3,NORMAL,3.9031,101.8761
110,2,40,4.2104,100.5737
8,3,NORMAL,4.819,100.9472
107.5,3,13,3.8962,101.4967
47,4,NORMAL,5.4176,101.1384
40,3,"NORM
AL",5.4175,101.1385
0,1,NORMAL,5.4342,101.1039
0,1,NORMAL,3.9633,100.9675
0,1,NORMAL,3.9633,100.9675
0,1,NORMAL,3.9969,100.9947
0,1,"NORM
AL",3.8169,100.9803
0,1,NORMAL,3.9948,100.8994
0,1,NORMAL,4.0125,101.0774
40,3,"NORM
AL",4.0164,101.0192
40,3,"NORM
AL",3.7958,101.0544
38,2,"NORM
AL",4.5797,101.0593
20.5,4,NORMAL,4.6,101.0678
86.5,2,5,4.6132,101.0694
38,2,"NORM
AL",4.6207,101.0604
20.5,4,NORMAL,4.6157,101.0743
53,1,NORMAL,4.7573,101.1549
20.5,4,NORMAL,4.5654,101.0642
20.5,4,NORMAL,4.6157,101.0677
20.5,4,NORMAL,4.6045,101.0682
127,3,31,4.9572,100.6513
127,3,31,4.9572,100.6513
147,3,58,4.9662,100.7298
127,3,31,4.922,100.662
127,3,31,4.3986,101.0778
2,3,NORMAL,4.4699,101.0465
2,3,NORMAL,4.4735,101.0496
2,3,NORMAL,4.0876,101.0374
92.5,4,3,5.0181,100.608
42,3,NORMAL,5.0342,100.6077
42,3,NORMAL,4.2128,100.9073
0.5,1,NORMAL,5.0432,100.6229
0,1,NORMAL,4.9971,100.6153
19.5,3,NORMAL,5.0921,100.5942
40,3,"NORM
AL",5.0457,100.6336
54,3,NORMAL,4.0921,100.7909
27.5,3,NORMAL,5.1464,100.8178
21,3,NORMAL,5.1181,100.8003
21,3,NORMAL,5.1293,100.8186
19.5,3,NORMAL,5.1253,100.8125
21,3,NORMAL,5.1319,100.8293
21,3,NORMAL,5.1171,100.7789
21,3,NORMAL,5.1674,100.7644
19.5,3,NORMAL,5.0921,100.5942
38,3,NORMAL,4.6671,101.0986
63.5,3,NORMAL,4.0962,101.257
103,3,15,3.998,101.1307
24,24,NORMAL,4.0289,101.1997
24,24,NORMAL,4.0078,100.9139
69,5,"NORM
AL",5.1189,100.6158
27.5,3,NORMAL,5.1464,100.8178
21,3,NORMAL,5.1181,100.8003
21,3,NORMAL,5.1293,100.8186
21,3,NORMAL,5.1319,100.8293
21,3,NORMAL,5.1171,100.7789
21,3,NORMAL,5.1674,100.7644
21,3,NORMAL,4.6056,100.6867
21,3,NORMAL,3.9732,101.1075
14,24,NORMAL,3.9952,101.1286
14,24,NORMAL,3.9813,101.1213
14,24,NORMAL,3.9774,101.1213
14,24,NORMAL,4.3664,100.8461
53,1,NORMAL,4.7573,101.1549
52.5,4,NORMAL,5.4307,101.1166
55,3,NORMAL,4.7522,100.9214
47.5,3,"NORM
AL",3.865,101.4481
8,3,NORMAL,4.7583,101.1405
43.5,2,NORMAL,3.9928,101.0453
21,2,NORMAL,6.6272,100.2617
97,2,12,6.6502,100.2207
98,2,17,6.3961,100.1449
111,2,34,6.4049,100.1396
111,2,34,6.404,100.1369
111,2,34,6.4028,100.1377
111,2,34,6.559,100.2364
61,3,NORMAL,6.4242,100.2712
73,3,4,6.4402,100.1559
59,3,NORMAL,6.4407,100.1661
91,3,6,6.4431,100.1942
91,3,6,6.4444,100.1665
91,3,6,6.4181,100.2947
35,3,NORMAL,6.4245,100.3034
35,3,NORMAL,6.4259,100.3023
35,3,NORMAL,6.4248,100.2716
35,3,NORMAL,6.6743,100.1866
52,3,NORMAL,6.4527,100.3328
18,1,NORMAL,6.4051,100.1981
18,1,NORMAL,6.4254,100.302
18,1,NORMAL,5.0339,116.4154
14.7,1,NORMAL,4.9549,116.4289
14.7,1,NORMAL,5.045,116.399
14.7,1,NORMAL,5.0452,116.3977
14.7,1,NORMAL,4.72,116.4494
14.7,1,NORMAL,4.7136,116.46
14.7,1,NORMAL,4.6025,116.4539
14.7,1,NORMAL,4.5797,116.455
43.6,1,NORMAL,6.1148,116.2054
43.6,1,NORMAL,6.1148,116.2054
29,24,NORMAL,5.3506,115.7291
98,48,NORMAL,5.337,115.747
98,48,NORMAL,5.3392,115.7599
29,1,NORMAL,5.4506,115.785
0.5,73.4,58,6.0589,116.2818
114.1,4,8,6.0893,116.2861
114.1,4,8,6.0839,116.2876
114.1,4,8,5.9951,116.3111
114.1,4,8,6.0888,116.2856
114.1,4,8,6.0304,116.3161
114.1,4,8,6.1338,116.2678
141.6,6,9,6.347,116.435
98.1,7,5,6.3589,116.4317
152,48,NORMAL,6.3622,116.4394
53.2,5,NORMAL,6.3632,116.4401
152,48,NORMAL,6.359,116.433
152,48,NORMAL,6.3672,116.4225
152,48,NORMAL,6.371,116.414
152,48,NORMAL,6.3561,116.4014
53.2,5,NORMAL,6.3425,116.3863
53.2,5,NORMAL,6.3387,116.3796
152,48,NORMAL,6.3619,116.4197
152,48,NORMAL,6.363,116.399
152,48,NORMAL,6.3658,116.4339
98.1,7,5,6.3717,116.4422
53.2,5,NORMAL,6.3631,116.4242
53.2,5,NORMAL,6.373,116.434
152,48,NORMAL,6.3597,116.4429
236,24,11,6.3506,116.4339
98.1,7,5,6.364,116.426
98.1,7,5,6.3698,116.4414
152,48,NORMAL,6.3597,116.415
20,1,NORMAL,6.2995,116.5119
152,48,NORMAL,6.3597,116.415
152,48,NORMAL,6.3597,116.4429
236,24,11,6.3506,116.4339
98.1,7,5,6.364,116.426
98.1,7,5,6.3698,116.4414
37.3,1,NORMAL,6.3586,116.4318
37.3,1,NORMAL,5.8349,116.0432
147.3,7,4,6.134,116.2668
160.2,6,6,6.1781,116.2453
27.4,1,NORMAL,6.1894,116.2333
160.2,6,6,6.2026,116.2119
30,3,NORMAL,6.1836,116.2563
27.4,1,NORMAL,6.1794,116.2776
27.4,1,NORMAL,6.1836,116.2836
27.4,1,NORMAL,6.1401,116.2735
125.2,6,2,6.1579,116.4059
30,3,NORMAL,6.1868,116.2244
30,3,NORMAL,6.1932,116.227
27.4,1,NORMAL,6.1757,116.2389
27.4,1,NORMAL,6.2482,116.3271
27.4,1,NORMAL,6.1902,116.3006
27.4,1,NORMAL,6.2069,116.3083
30,3,NORMAL,6.2504,116.3242
125.2,6,2,6.1916,116.2864
27.4,1,NORMAL,6.1942,116.326
27.4,1,NORMAL,6.1474,116.2612
147.3,7,4,6.134,116.2668
30,3,NORMAL,6.2504,116.3242
160.2,6,6,6.2026,116.2119
27.4,1,NORMAL,6.1942,116.326
125.2,6,2,6.1579,116.4059
27.4,1,NORMAL,6.1836,116.2836
27.4,1,NORMAL,6.1902,116.3006
125.2,6,2,6.1916,116.2864
27.4,1,NORMAL,5.0106,115.9414
10.6,1,NORMAL,5.0233,115.9525
27,1,NORMAL,5.0203,115.9481
27,1,NORMAL,4.9617,115.9375
27,1,NORMAL,5.0783,115.9614
27,1,NORMAL,5.0519,115.9619
27,1,NORMAL,5.0614,115.9581
27,1,NORMAL,4.9478,115.9272
27,1,NORMAL,5.0431,115.9547
27,1,NORMAL,5.0719,115.9675
27,1,NORMAL,5.1147,115.9497
27,1,NORMAL,4.8514,115.8881
27,1,NORMAL,5.0206,116.1256
4.4,1,NORMAL,5.0098,116.1091
250,30,12,5.9136,116.1159
250,30,12,5.9103,116.1087
250,30,12,5.9049,116.1097
65,6,NORMAL,5.9043,116.1045
185.2,7,14,5.9183,116.1244
250,30,12,5.8905,116.1391
172.5,24,4,5.8876,116.0966
172.5,24,4,5.9042,116.1076
172.5,24,4,5.9056,116.1129
250,30,12,5.8946,116.0997
172.5,24,4,5.8624,116.0962
34.3,3,NORMAL,5.908,116.1048
34.3,3,NORMAL,5.9102,116.0959
173,9,5,5.9124,116.1033
250,30,12,5.9108,116.124
185.2,7,14,5.9241,116.1295
172.5,24,4,5.9187,116.1143
250,30,12,5.9201,116.1107
250,30,12,5.915,116.1197
34.3,3,NORMAL,5.9047,116.1014
250,30,12,5.9112,116.0939
236,24,11,5.8593,116.0703
248.3,24,16,5.852,116.0665
248.3,24,16,5.8844,116.0758
219.1,8,64,5.8671,116.0584
248.3,24,16,5.8968,116.0525
248.3,24,16,5.9002,116.0532
248.3,24,16,5.9,116.0577
248.3,24,16,5.9053,116.0514
248.3,24,16,5.9121,116.0535
219.1,8,64,5.9096,116.0431
248.3,24,16,5.8966,116.0429
219.1,8,64,5.7324,115.9435
87.6,15,NORMAL,5.732,115.9412
87.6,15,NORMAL,5.7174,115.9488
15.5,10,NORMAL,5.8239,116.0429
87.6,15,NORMAL,5.6648,115.9524
110.9,10,NORMAL,5.8185,116.0544
87.6,15,NORMAL,5.8114,116.0631
87.6,15,NORMAL,5.58,115.9624
87.6,15,NORMAL,5.5664,115.9588
87.6,15,NORMAL,5.6238,115.9101
87.6,15,NORMAL,5.6123,115.9376
87.6,15,NORMAL,5.6048,115.9523
87.6,15,NORMAL,5.6185,115.9363
87.6,15,NORMAL,5.6236,115.9274
87.6,15,NORMAL,5.6028,115.9502
87.6,15,NORMAL,5.6208,115.918
29,24,NORMAL,5.3506,115.7291
98,48,NORMAL,5.3494,115.7341
98,48,NORMAL,5.3392,115.7599
98,48,NORMAL,5.337,115.747
147.3,7,4,5.358,115.728
44.4,5,NORMAL,5.347,115.73
64.5,2,NORMAL,5.3021,115.5869
44.4,5,NORMAL,5.3042,115.5872
44.4,5,NORMAL,5.3003,115.5556
44.4,5,NORMAL,5.294,115.57
44.4,5,NORMAL,5.2894,115.5653
25.2,15,NORMAL,5.3609,115.6183
44.4,5,NORMAL,5.345,115.599
44.4,5,NORMAL,5.282,115.546
44.4,5,NORMAL,5.3729,115.69
44.4,5,NORMAL,5.3439,115.7136
64.5,2,NORMAL,5.3406,115.7062
44.4,5,NORMAL,5.357,115.637
147.3,7,4,5.366,115.707
44.4,5,NORMAL,5.331,115.5891
25.2,15,NORMAL,5.332,115.5861
44.4,5,NORMAL,5.3066,115.5954
44.4,5,NORMAL,5.2953,115.5913
98,48,NORMAL,5.3492,115.7341
98,48,NORMAL,5.3386,115.7598
64.5,2,NORMAL,5.3347,115.7523
25.2,15,NORMAL,5.3535,115.725
44.4,5,NORMAL,5.3423,115.7014
25.2,15,NORMAL,5.3541,115.7402
25.2,15,NORMAL,5.3033,115.587
44.4,5,NORMAL,5.3045,115.5877
44.4,5,NORMAL,5.3008,115.5556
25.2,15,NORMAL,5.2932,115.5686
25.2,15,NORMAL,5.2895,115.5654
44.4,5,NORMAL,5.3234,115.5955
25.2,15,NORMAL,5.3623,115.6217
44.4,5,NORMAL,5.3398,115.5961
44.4,5,NORMAL,5.2849,115.5456
44.4,5,NORMAL,5.3725,115.6896
25.2,15,NORMAL,5.3582,115.6371
49,24,NORMAL,5.4053,115.8347
29,24,NORMAL,5.4225,115.8369
29,24,NORMAL,5.4687,115.8108
225.5,288,NORMAL,5.4543,115.8149
29,24,NORMAL,5.4708,115.8029
29,24,NORMAL,5.4711,115.7997
65,5,NORMAL,5.4812,115.7984
65,5,NORMAL,5.4828,115.7925
225.5,288,NORMAL,5.5057,115.8052
65,5,NORMAL,5.4742,115.7974
126.1,6,5,5.3965,115.8371
29,24,NORMAL,5.471,115.8048
126.1,6,5,5.4544,115.8145
29,24,NORMAL,5.4711,115.7997
65,5,NORMAL,5.4777,115.7868
225.5,288,NORMAL,5.4783,115.7642
42,3,NORMAL,5.4766,115.7937
42,3,NORMAL,5.506,115.8049
225.5,288,NORMAL,5.4728,115.7987
65,5,NORMAL,5.4225,115.8374
65,5,NORMAL,5.4072,115.8314
126.1,6,5,5.3962,115.8366
65,5,NORMAL,5.4693,115.8058
65,5,NORMAL,5.4728,115.7971
225.5,288,NORMAL,5.4729,115.7881
65,5,NORMAL,5.471,115.7998
29,24,NORMAL,5.471,115.8048
65,5,NORMAL,5.4703,115.8042
42,3,NORMAL,5.4763,115.7933
65,5,NORMAL,5.4749,115.7957
65,5,NORMAL,5.4813,115.7985
225.5,288,NORMAL,5.4783,115.7642
225.5,288,NORMAL,5.5058,115.8051
42,3,NORMAL,5.506,115.8051
49,24,NORMAL,5.4053,115.8347
29,24,NORMAL,5.4225,115.8369
29,24,NORMAL,5.4687,115.8108
225.5,288,NORMAL,5.4543,115.8149
29,24,NORMAL,5.4708,115.8029
29,24,NORMAL,5.4711,115.7997
65,5,NORMAL,5.4812,115.7984
65,5,NORMAL,5.4828,115.7925
225.5,288,NORMAL,5.5057,115.8052
65,5,NORMAL,5.4742,115.7974
65,5,NORMAL,5.4225,115.8374
65,5,NORMAL,5.4072,115.8314
65,5,NORMAL,5.4712,115.8065
225.5,288,NORMAL,5.4905,115.811
65,5,NORMAL,5.4728,115.7971
38,5,NORMAL,6.5237,116.7522
198.8,8,35,6.5318,116.7606
198.8,8,35,6.5039,116.7466
198.8,8,35,6.5213,116.7501
198.8,8,35,6.5189,116.7432
198.8,8,35,6.4232,116.6933
198.8,8,35,6.5101,116.6857
198.8,8,35,6.4771,116.7476
198.8,8,35,6.4999,116.7418
198.8,8,35,6.5042,116.7463
141.6,6,9,6.347,116.435
98.1,7,5,6.3589,116.4317
152,48,NORMAL,6.3622,116.4394
53.2,5,NORMAL,6.3632,116.4401
152,48,NORMAL,6.359,116.433
152,48,NORMAL,6.3672,116.4225
152,48,NORMAL,6.371,116.414
152,48,NORMAL,6.3561,116.4014
53.2,5,NORMAL,6.3425,116.3863
53.2,5,NORMAL,6.3387,116.3796
152,48,NORMAL,6.3619,116.4197
152,48,NORMAL,6.363,116.399
152,48,NORMAL,6.3658,116.4339
98.1,7,5,6.3717,116.4422
53.2,5,NORMAL,6.3631,116.4242
53.2,5,NORMAL,6.373,116.434
236,24,11,6.3777,116.4189
53.2,5,NORMAL,6.3811,116.4242
53.2,5,NORMAL,6.3891,116.413
53.2,5,NORMAL,6.3765,116.427
53.2,5,NORMAL,6.4022,116.4362
53.2,5,NORMAL,6.419,116.455
53.2,5,NORMAL,6.4246,116.4543
53.2,5,NORMAL,6.4168,116.434
53.2,5,NORMAL,6.4158,116.4154
53.2,5,NORMAL,6.4124,116.4231
53.2,5,NORMAL,6.3993,116.4465
53.2,5,NORMAL,6.4003,116.4044
53.2,5,NORMAL,6.3484,116.3998
53.2,5,NORMAL,6.3614,116.4243
53.2,5,NORMAL,6.3986,116.5387
53.2,5,NORMAL,6.3347,116.4301
152,48,NORMAL,6.3597,116.4429
236,24,11,6.3506,116.4339
98.1,7,5,6.364,116.426
98.1,7,5,6.3698,116.4414
152,48,NORMAL,6.3597,116.415
152,48,NORMAL,6.3579,116.4165
40.5,3,NORMAL,4.2507,117.9005
77.4,2,12,4.2541,117.9064
77.4,2,12,4.2528,117.9358
77.4,2,12,4.2532,117.9231
77.4,2,12,4.2867,117.9112
77.4,2,12,4.2523,117.897
77.4,2,12,4.2549,117.9652
77.4,2,12,4.2954,117.8538
77.4,2,12,4.4267,117.7777
77.4,2,12,4.4238,117.7739
77.4,2,12,4.4279,117.7778
77.4,2,12,4.4384,117.7744
77.4,2,12,5.427,116.197
30.5,3,NORMAL,5.4164,116.1786
30.5,3,NORMAL,5.4067,116.1767
30.5,3,NORMAL,5.365,116.171
30.5,3,NORMAL,5.427,116.153
30.5,3,NORMAL,5.416,116.179
30.5,3,NORMAL,5.5505,117.0478
141.6,6,9,5.8171,116.0383
74.1,3,NORMAL,5.8221,116.0419
74.1,3,NORMAL,5.7629,116.0271
74.1,3,NORMAL,5.7673,116.0126
74.1,3,NORMAL,5.3866,115.7403
26.6,3,NORMAL,5.4069,115.7563
26.6,3,NORMAL,5.4205,115.7554
